year_month,year,month,region,temp_anomaly_c,temp_anomaly_baseline,co2_ppm
2005-04,2005,4,Europe,1.007,1951-1980,
2005-04,2005,4,Asia,0.774,1951-1980,
2005-05,2005,5,Global,0.535,1951-1980,382.39
2005-05,2005,5,Arctic,2.037,1951-1980,
2005-05,2005,5,Northern_Hemisphere,0.8,1951-1980,
2005-05,2005,5,Southern_Hemisphere,0.516,1951-1980,
2005-05,2005,5,Tropics,0.389,1951-1980,
2005-05,2005,5,North_America,0.869,1951-1980,
2005-05,2005,5,Europe,1.05,1951-1980,
2005-05,2005,5,Asia,0.802,1951-1980,
2005-06,2005,6,Global,0.587,1951-1980,382.32
2005-06,2005,6,Arctic,2.19,1951-1980,
2005-06,2005,6,Northern_Hemisphere,0.779,1951-1980,
2005-06,2005,6,Southern_Hemisphere,0.45,1951-1980,
2005-06,2005,6,Tropics,0.371,1951-1980,
2005-06,2005,6,North_America,0.852,1951-1980,
2005-06,2005,6,Europe,1.029,1951-1980,
2005-06,2005,6,Asia,0.723,1951-1980,
2005-07,2005,7,Global,0.633,1951-1980,380.87
2005-07,2005,7,Arctic,2.2,1951-1980,
2005-07,2005,7,Northern_Hemisphere,0.809,1951-1980,
2005-07,2005,7,Southern_Hemisphere,0.452,1951-1980,
2005-07,2005,7,Tropics,0.382,1951-1980,
2005-07,2005,7,North_America,0.866,1951-1980,
2005-07,2005,7,Europe,1.093,1951-1980,
2005-07,2005,7,Asia,0.776,1951-1980,
2005-08,2005,8,Global,0.621,1951-1980,378.52
2005-08,2005,8,Arctic,2.193,1951-1980,
2005-08,2005,8,Northern_Hemisphere,0.875,1951-1980,
2005-08,2005,8,Southern_Hemisphere,0.446,1951-1980,
2005-08,2005,8,Tropics,0.416,1951-1980,
2005-08,2005,8,North_America,0.935,1951-1980,
2005-08,2005,8,Europe,1.05,1951-1980,
2005-08,2005,8,Asia,0.734,1951-1980,
2005-09,2005,9,Global,0.661,1951-1980,377.17
2005-09,2005,9,Arctic,2.243,1951-1980,
2005-09,2005,9,Northern_Hemisphere,0.863,1951-1980,
2005-09,2005,9,Southern_Hemisphere,0.446,1951-1980,
2005-09,2005,9,Tropics,0.47,1951-1980,
2005-09,2005,9,North_America,0.968,1951-1980,
2005-09,2005,9,Europe,1.105,1951-1980,
2005-09,2005,9,Asia,0.822,1951-1980,
2005-10,2005,10,Global,0.601,1951-1980,376.18
2005-10,2005,10,Arctic,2.253,1951-1980,
2005-10,2005,10,Northern_Hemisphere,0.897,1951-1980,
2005-10,2005,10,Southern_Hemisphere,0.538,1951-1980,
2005-10,2005,10,Tropics,0.366,1951-1980,
2005-10,2005,10,North_America,0.948,1951-1980,
2005-10,2005,10,Europe,1.122,1951-1980,
2005-10,2005,10,Asia,0.825,1951-1980,
2005-11,2005,11,Global,0.678,1951-1980,375.5
2005-11,2005,11,Arctic,2.325,1951-1980,
2005-11,2005,11,Northern_Hemisphere,0.856,1951-1980,
2005-11,2005,11,Southern_Hemisphere,0.562,1951-1980,
2005-11,2005,11,Tropics,0.413,1951-1980,
2005-11,2005,11,North_America,0.93,1951-1980,
2005-11,2005,11,Europe,1.073,1951-1980,
2005-11,2005,11,Asia,0.823,1951-1980,
2005-12,2005,12,Global,0.682,1951-1980,375.98
2005-12,2005,12,Arctic,2.401,1951-1980,
2005-12,2005,12,Northern_Hemisphere,0.956,1951-1980,
2005-12,2005,12,Southern_Hemisphere,0.427,1951-1980,
2005-12,2005,12,Tropics,0.439,1951-1980,
2005-12,2005,12,North_America,1.009,1951-1980,
2005-12,2005,12,Europe,1.169,1951-1980,
2005-12,2005,12,Asia,0.86,1951-1980,
2006-01,2006,1,Global,0.696,1951-1980,378.98
2006-01,2006,1,Arctic,2.425,1951-1980,
2006-01,2006,1,Northern_Hemisphere,0.89,1951-1980,
2006-01,2006,1,Southern_Hemisphere,0.416,1951-1980,
2006-01,2006,1,Tropics,0.398,1951-1980,
2006-01,2006,1,North_America,0.983,1951-1980,
2006-01,2006,1,Europe,1.091,1951-1980,
2006-01,2006,1,Asia,0.954,1951-1980,
2006-02,2006,2,Global,0.673,1951-1980,380.79
2006-02,2006,2,Arctic,2.343,1951-1980,
2006-02,2006,2,Northern_Hemisphere,0.889,1951-1980,
2006-02,2006,2,Southern_Hemisphere,0.516,1951-1980,
2006-02,2006,2,Tropics,0.421,1951-1980,
2006-02,2006,2,North_America,1.01,1951-1980,
2006-02,2006,2,Europe,1.079,1951-1980,
2006-02,2006,2,Asia,0.828,1951-1980,
2006-03,2006,3,Global,0.692,1951-1980,382.24
2006-03,2006,3,Arctic,2.368,1951-1980,
2006-03,2006,3,Northern_Hemisphere,0.92,1951-1980,
2006-03,2006,3,Southern_Hemisphere,0.585,1951-1980,
2006-03,2006,3,Tropics,0.446,1951-1980,
2006-03,2006,3,North_America,1.074,1951-1980,
2006-03,2006,3,Europe,1.082,1951-1980,
2006-03,2006,3,Asia,0.921,1951-1980,
2006-04,2006,4,Global,0.637,1951-1980,383.79
2006-04,2006,4,Arctic,2.382,1951-1980,
2006-04,2006,4,Northern_Hemisphere,0.865,1951-1980,
2006-04,2006,4,Southern_Hemisphere,0.494,1951-1980,
2006-04,2006,4,Tropics,0.547,1951-1980,
2006-04,2006,4,North_America,1.027,1951-1980,
2006-04,2006,4,Europe,1.118,1951-1980,
2006-04,2006,4,Asia,0.752,1951-1980,
2006-05,2006,5,Global,0.61,1951-1980,383.73
2006-05,2006,5,Arctic,2.298,1951-1980,
2006-05,2006,5,Northern_Hemisphere,0.88,1951-1980,
2006-05,2006,5,Southern_Hemisphere,0.533,1951-1980,
2006-05,2006,5,Tropics,0.414,1951-1980,
2006-05,2006,5,North_America,1.011,1951-1980,
2006-05,2006,5,Europe,1.137,1951-1980,
2006-05,2006,5,Asia,0.827,1951-1980,
2006-06,2006,6,Global,0.623,1951-1980,383.96
2006-06,2006,6,Arctic,2.333,1951-1980,
2006-06,2006,6,Northern_Hemisphere,0.869,1951-1980,
2006-06,2006,6,Southern_Hemisphere,0.53,1951-1980,
2006-06,2006,6,Tropics,0.49,1951-1980,
2006-06,2006,6,North_America,1.034,1951-1980,
2006-06,2006,6,Europe,1.141,1951-1980,
2006-06,2006,6,Asia,0.819,1951-1980,
2006-07,2006,7,Global,0.648,1951-1980,382.18
2006-07,2006,7,Arctic,2.332,1951-1980,
2006-07,2006,7,Northern_Hemisphere,0.82,1951-1980,
2006-07,2006,7,Southern_Hemisphere,0.462,1951-1980,
2006-07,2006,7,Tropics,0.457,1951-1980,
2006-07,2006,7,North_America,1.02,1951-1980,
2006-07,2006,7,Europe,1.121,1951-1980,
2006-07,2006,7,Asia,0.851,1951-1980,
2006-08,2006,8,Global,0.638,1951-1980,380.87
2006-08,2006,8,Arctic,2.232,1951-1980,
2006-08,2006,8,Northern_Hemisphere,0.861,1951-1980,
2006-08,2006,8,Southern_Hemisphere,0.539,1951-1980,
2006-08,2006,8,Tropics,0.398,1951-1980,
2006-08,2006,8,North_America,0.908,1951-1980,
2006-08,2006,8,Europe,1.039,1951-1980,
2006-08,2006,8,Asia,0.817,1951-1980,
2006-09,2006,9,Global,0.675,1951-1980,378.5
2006-09,2006,9,Arctic,2.159,1951-1980,
2006-09,2006,9,Northern_Hemisphere,0.824,1951-1980,
2006-09,2006,9,Southern_Hemisphere,0.413,1951-1980,
2006-09,2006,9,Tropics,0.482,1951-1980,
2006-09,2006,9,North_America,0.925,1951-1980,
2006-09,2006,9,Europe,1.031,1951-1980,
2006-09,2006,9,Asia,0.799,1951-1980,
2006-10,2006,10,Global,0.557,1951-1980,377.67
2006-10,2006,10,Arctic,2.174,1951-1980,
2006-10,2006,10,Northern_Hemisphere,0.814,1951-1980,
2006-10,2006,10,Southern_Hemisphere,0.485,1951-1980,
2006-10,2006,10,Tropics,0.386,1951-1980,
2006-10,2006,10,North_America,0.868,1951-1980,
2006-10,2006,10,Europe,0.925,1951-1980,
2006-10,2006,10,Asia,0.733,1951-1980,
2006-11,2006,11,Global,0.591,1951-1980,377.52
2006-11,2006,11,Arctic,2.228,1951-1980,
2006-11,2006,11,Northern_Hemisphere,0.8,1951-1980,
2006-11,2006,11,Southern_Hemisphere,0.399,1951-1980,
2006-11,2006,11,Tropics,0.365,1951-1980,
2006-11,2006,11,North_America,0.902,1951-1980,
2006-11,2006,11,Europe,1.039,1951-1980,
2006-11,2006,11,Asia,0.788,1951-1980,
2006-12,2006,12,Global,0.615,1951-1980,378.09
2006-12,2006,12,Arctic,2.12,1951-1980,
2006-12,2006,12,Northern_Hemisphere,0.844,1951-1980,
2006-12,2006,12,Southern_Hemisphere,0.479,1951-1980,
2006-12,2006,12,Tropics,0.418,1951-1980,
2006-12,2006,12,North_America,1.012,1951-1980,
2006-12,2006,12,Europe,0.998,1951-1980,
2006-12,2006,12,Asia,0.795,1951-1980,
2007-01,2007,1,Global,0.591,1951-1980,381.74
2007-01,2007,1,Arctic,2.227,1951-1980,
2007-01,2007,1,Northern_Hemisphere,0.859,1951-1980,
2007-01,2007,1,Southern_Hemisphere,0.464,1951-1980,
2007-01,2007,1,Tropics,0.359,1951-1980,
2007-01,2007,1,North_America,0.994,1951-1980,
2007-01,2007,1,Europe,1.029,1951-1980,
2007-01,2007,1,Asia,0.774,1951-1980,
2007-02,2007,2,Global,0.63,1951-1980,383.07
2007-02,2007,2,Arctic,2.164,1951-1980,
2007-02,2007,2,Northern_Hemisphere,0.82,1951-1980,
2007-02,2007,2,Southern_Hemisphere,0.441,1951-1980,
2007-02,2007,2,Tropics,0.473,1951-1980,
2007-02,2007,2,North_America,0.87,1951-1980,
2007-02,2007,2,Europe,1.074,1951-1980,
2007-02,2007,2,Asia,0.803,1951-1980,
2007-03,2007,3,Global,0.677,1951-1980,384.6
2007-03,2007,3,Arctic,2.26,1951-1980,
2007-03,2007,3,Northern_Hemisphere,0.895,1951-1980,
2007-03,2007,3,Southern_Hemisphere,0.483,1951-1980,
2007-03,2007,3,Tropics,0.362,1951-1980,
2007-03,2007,3,North_America,0.991,1951-1980,
2007-03,2007,3,Europe,1.082,1951-1980,
2007-03,2007,3,Asia,0.787,1951-1980,
2007-04,2007,4,Global,0.638,1951-1980,385.97
2007-04,2007,4,Arctic,2.185,1951-1980,
2007-04,2007,4,Northern_Hemisphere,0.876,1951-1980,
2007-04,2007,4,Southern_Hemisphere,0.523,1951-1980,
2007-04,2007,4,Tropics,0.483,1951-1980,
2007-04,2007,4,North_America,0.94,1951-1980,
2007-04,2007,4,Europe,1.053,1951-1980,
2007-04,2007,4,Asia,0.83,1951-1980,
2007-05,2007,5,Global,0.659,1951-1980,386.45
2007-05,2007,5,Arctic,2.249,1951-1980,
2007-05,2007,5,Northern_Hemisphere,0.79,1951-1980,
2007-05,2007,5,Southern_Hemisphere,0.554,1951-1980,
2007-05,2007,5,Tropics,0.524,1951-1980,
2007-05,2007,5,North_America,0.988,1951-1980,
2007-05,2007,5,Europe,1.069,1951-1980,
2007-05,2007,5,Asia,0.836,1951-1980,
2007-06,2007,6,Global,0.662,1951-1980,385.56
2007-06,2007,6,Arctic,2.3,1951-1980,
2007-06,2007,6,Northern_Hemisphere,0.875,1951-1980,
2007-06,2007,6,Southern_Hemisphere,0.483,1951-1980,
2007-06,2007,6,Tropics,0.394,1951-1980,
2007-06,2007,6,North_America,0.955,1951-1980,
2007-06,2007,6,Europe,1.057,1951-1980,
2007-06,2007,6,Asia,0.766,1951-1980,
2007-07,2007,7,Global,0.621,1951-1980,384.66
2007-07,2007,7,Arctic,2.21,1951-1980,
2007-07,2007,7,Northern_Hemisphere,0.836,1951-1980,
2007-07,2007,7,Southern_Hemisphere,0.579,1951-1980,
2007-07,2007,7,Tropics,0.409,1951-1980,
2007-07,2007,7,North_America,0.926,1951-1980,
2007-07,2007,7,Europe,1.064,1951-1980,
2007-07,2007,7,Asia,0.868,1951-1980,
2007-08,2007,8,Global,0.732,1951-1980,382.83
2007-08,2007,8,Arctic,2.336,1951-1980,
2007-08,2007,8,Northern_Hemisphere,0.873,1951-1980,
2007-08,2007,8,Southern_Hemisphere,0.443,1951-1980,
2007-08,2007,8,Tropics,0.452,1951-1980,
2007-08,2007,8,North_America,0.881,1951-1980,
2007-08,2007,8,Europe,1.005,1951-1980,
2007-08,2007,8,Asia,0.807,1951-1980,
2007-09,2007,9,Global,0.635,1951-1980,380.37
2007-09,2007,9,Arctic,2.259,1951-1980,
2007-09,2007,9,Northern_Hemisphere,0.915,1951-1980,
2007-09,2007,9,Southern_Hemisphere,0.456,1951-1980,
2007-09,2007,9,Tropics,0.425,1951-1980,
2007-09,2007,9,North_America,0.933,1951-1980,
2007-09,2007,9,Europe,1.09,1951-1980,
2007-09,2007,9,Asia,0.833,1951-1980,
2007-10,2007,10,Global,0.648,1951-1980,379.82
2007-10,2007,10,Arctic,2.248,1951-1980,
2007-10,2007,10,Northern_Hemisphere,0.807,1951-1980,
2007-10,2007,10,Southern_Hemisphere,0.457,1951-1980,
2007-10,2007,10,Tropics,0.419,1951-1980,
2007-10,2007,10,North_America,0.958,1951-1980,
2007-10,2007,10,Europe,1.038,1951-1980,
2007-10,2007,10,Asia,0.852,1951-1980,
2007-11,2007,11,Global,0.632,1951-1980,379.45
2007-11,2007,11,Arctic,2.2,1951-1980,
2007-11,2007,11,Northern_Hemisphere,0.917,1951-1980,
2007-11,2007,11,Southern_Hemisphere,0.479,1951-1980,
2007-11,2007,11,Tropics,0.446,1951-1980,
2007-11,2007,11,North_America,0.869,1951-1980,
2007-11,2007,11,Europe,1.039,1951-1980,
2007-11,2007,11,Asia,0.792,1951-1980,
2007-12,2007,12,Global,0.599,1951-1980,378.94
2007-12,2007,12,Arctic,2.291,1951-1980,
2007-12,2007,12,Northern_Hemisphere,0.831,1951-1980,
2007-12,2007,12,Southern_Hemisphere,0.533,1951-1980,
2007-12,2007,12,Tropics,0.334,1951-1980,
2007-12,2007,12,North_America,0.969,1951-1980,
2007-12,2007,12,Europe,1.118,1951-1980,
2007-12,2007,12,Asia,0.895,1951-1980,
2008-01,2008,1,Global,0.68,1951-1980,382.44
2008-01,2008,1,Arctic,2.237,1951-1980,
2008-01,2008,1,Northern_Hemisphere,0.834,1951-1980,
2008-01,2008,1,Southern_Hemisphere,0.497,1951-1980,
2008-01,2008,1,Tropics,0.477,1951-1980,
2008-01,2008,1,North_America,0.871,1951-1980,
2008-01,2008,1,Europe,1.094,1951-1980,
2008-01,2008,1,Asia,0.75,1951-1980,
2008-02,2008,2,Global,0.626,1951-1980,384.59
2008-02,2008,2,Arctic,2.194,1951-1980,
2008-02,2008,2,Northern_Hemisphere,0.812,1951-1980,
2008-02,2008,2,Southern_Hemisphere,0.522,1951-1980,
2008-02,2008,2,Tropics,0.41,1951-1980,
2008-02,2008,2,North_America,0.905,1951-1980,
2008-02,2008,2,Europe,1.028,1951-1980,
2008-02,2008,2,Asia,0.763,1951-1980,
2008-03,2008,3,Global,0.677,1951-1980,385.97
2008-03,2008,3,Arctic,2.224,1951-1980,
2008-03,2008,3,Northern_Hemisphere,0.85,1951-1980,
2008-03,2008,3,Southern_Hemisphere,0.432,1951-1980,
2008-03,2008,3,Tropics,0.428,1951-1980,
2008-03,2008,3,North_America,0.842,1951-1980,
2008-03,2008,3,Europe,1.105,1951-1980,
2008-03,2008,3,Asia,0.827,1951-1980,
2008-04,2008,4,Global,0.635,1951-1980,387.24
2008-04,2008,4,Arctic,2.096,1951-1980,
2008-04,2008,4,Northern_Hemisphere,0.787,1951-1980,
2008-04,2008,4,Southern_Hemisphere,0.43,1951-1980,
2008-04,2008,4,Tropics,0.416,1951-1980,
2008-04,2008,4,North_America,0.934,1951-1980,
2008-04,2008,4,Europe,1.056,1951-1980,
2008-04,2008,4,Asia,0.858,1951-1980,
2008-05,2008,5,Global,0.625,1951-1980,388.54
2008-05,2008,5,Arctic,2.203,1951-1980,
2008-05,2008,5,Northern_Hemisphere,0.798,1951-1980,
2008-05,2008,5,Southern_Hemisphere,0.495,1951-1980,
2008-05,2008,5,Tropics,0.405,1951-1980,
2008-05,2008,5,North_America,0.914,1951-1980,
2008-05,2008,5,Europe,1.022,1951-1980,
2008-05,2008,5,Asia,0.753,1951-1980,
2008-06,2008,6,Global,0.727,1951-1980,387.2
2008-06,2008,6,Arctic,2.123,1951-1980,
2008-06,2008,6,Northern_Hemisphere,0.813,1951-1980,
2008-06,2008,6,Southern_Hemisphere,0.49,1951-1980,
2008-06,2008,6,Tropics,0.408,1951-1980,
2008-06,2008,6,North_America,0.786,1951-1980,
2008-06,2008,6,Europe,1.015,1951-1980,
2008-06,2008,6,Asia,0.711,1951-1980,
2008-07,2008,7,Global,0.596,1951-1980,386.44
2008-07,2008,7,Arctic,2.077,1951-1980,
2008-07,2008,7,Northern_Hemisphere,0.697,1951-1980,
2008-07,2008,7,Southern_Hemisphere,0.443,1951-1980,
2008-07,2008,7,Tropics,0.325,1951-1980,
2008-07,2008,7,North_America,0.759,1951-1980,
2008-07,2008,7,Europe,0.914,1951-1980,
2008-07,2008,7,Asia,0.733,1951-1980,
2008-08,2008,8,Global,0.563,1951-1980,384.49
2008-08,2008,8,Arctic,2.0,1951-1980,
2008-08,2008,8,Northern_Hemisphere,0.765,1951-1980,
2008-08,2008,8,Southern_Hemisphere,0.416,1951-1980,
2008-08,2008,8,Tropics,0.383,1951-1980,
2008-08,2008,8,North_America,0.861,1951-1980,
2008-08,2008,8,Europe,1.042,1951-1980,
2008-08,2008,8,Asia,0.711,1951-1980,
2008-09,2008,9,Global,0.6,1951-1980,382.74
2008-09,2008,9,Arctic,1.986,1951-1980,
2008-09,2008,9,Northern_Hemisphere,0.735,1951-1980,
2008-09,2008,9,Southern_Hemisphere,0.406,1951-1980,
2008-09,2008,9,Tropics,0.358,1951-1980,
2008-09,2008,9,North_America,0.8,1951-1980,
2008-09,2008,9,Europe,0.962,1951-1980,
2008-09,2008,9,Asia,0.666,1951-1980,
2008-10,2008,10,Global,0.48,1951-1980,381.36
2008-10,2008,10,Arctic,1.918,1951-1980,
2008-10,2008,10,Northern_Hemisphere,0.682,1951-1980,
2008-10,2008,10,Southern_Hemisphere,0.378,1951-1980,
2008-10,2008,10,Tropics,0.338,1951-1980,
2008-10,2008,10,North_America,0.771,1951-1980,
2008-10,2008,10,Europe,0.849,1951-1980,
2008-10,2008,10,Asia,0.63,1951-1980,
2008-11,2008,11,Global,0.514,1951-1980,381.91
2008-11,2008,11,Arctic,1.838,1951-1980,
2008-11,2008,11,Northern_Hemisphere,0.652,1951-1980,
2008-11,2008,11,Southern_Hemisphere,0.401,1951-1980,
2008-11,2008,11,Tropics,0.35,1951-1980,
2008-11,2008,11,North_America,0.762,1951-1980,
2008-11,2008,11,Europe,0.931,1951-1980,
2008-11,2008,11,Asia,0.647,1951-1980,
2008-12,2008,12,Global,0.556,1951-1980,381.63
2008-12,2008,12,Arctic,1.839,1951-1980,
2008-12,2008,12,Northern_Hemisphere,0.669,1951-1980,
2008-12,2008,12,Southern_Hemisphere,0.419,1951-1980,
2008-12,2008,12,Tropics,0.383,1951-1980,
2008-12,2008,12,North_America,0.746,1951-1980,
2008-12,2008,12,Europe,0.926,1951-1980,
2008-12,2008,12,Asia,0.627,1951-1980,
2009-01,2009,1,Global,0.553,1951-1980,384.86
2009-01,2009,1,Arctic,1.922,1951-1980,
2009-01,2009,1,Northern_Hemisphere,0.707,1951-1980,
2009-01,2009,1,Southern_Hemisphere,0.392,1951-1980,
2009-01,2009,1,Tropics,0.303,1951-1980,
2009-01,2009,1,North_America,0.765,1951-1980,
2009-01,2009,1,Europe,0.892,1951-1980,
2009-01,2009,1,Asia,0.708,1951-1980,
2009-02,2009,2,Global,0.597,1951-1980,386.37
2009-02,2009,2,Arctic,1.948,1951-1980,
2009-02,2009,2,Northern_Hemisphere,0.719,1951-1980,
2009-02,2009,2,Southern_Hemisphere,0.399,1951-1980,
2009-02,2009,2,Tropics,0.348,1951-1980,
2009-02,2009,2,North_America,0.867,1951-1980,
2009-02,2009,2,Europe,1.003,1951-1980,
2009-02,2009,2,Asia,0.669,1951-1980,
2009-03,2009,3,Global,0.54,1951-1980,388.12
2009-03,2009,3,Arctic,1.986,1951-1980,
2009-03,2009,3,Northern_Hemisphere,0.716,1951-1980,
2009-03,2009,3,Southern_Hemisphere,0.396,1951-1980,
2009-03,2009,3,Tropics,0.351,1951-1980,
2009-03,2009,3,North_America,0.825,1951-1980,
2009-03,2009,3,Europe,0.905,1951-1980,
2009-03,2009,3,Asia,0.774,1951-1980,
2009-04,2009,4,Global,0.546,1951-1980,389.69
2009-04,2009,4,Arctic,2.004,1951-1980,
2009-04,2009,4,Northern_Hemisphere,0.806,1951-1980,
2009-04,2009,4,Southern_Hemisphere,0.357,1951-1980,
2009-04,2009,4,Tropics,0.424,1951-1980,
2009-04,2009,4,North_America,0.905,1951-1980,
2009-04,2009,4,Europe,0.989,1951-1980,
2009-04,2009,4,Asia,0.678,1951-1980,
2009-05,2009,5,Global,0.618,1951-1980,390.01
2009-05,2009,5,Arctic,2.007,1951-1980,
2009-05,2009,5,Northern_Hemisphere,0.771,1951-1980,
2009-05,2009,5,Southern_Hemisphere,0.437,1951-1980,
2009-05,2009,5,Tropics,0.399,1951-1980,
2009-05,2009,5,North_America,0.86,1951-1980,
2009-05,2009,5,Europe,0.994,1951-1980,
2009-05,2009,5,Asia,0.773,1951-1980,
2009-06,2009,6,Global,0.611,1951-1980,389.92
2009-06,2009,6,Arctic,2.031,1951-1980,
2009-06,2009,6,Northern_Hemisphere,0.801,1951-1980,
2009-06,2009,6,Southern_Hemisphere,0.467,1951-1980,
2009-06,2009,6,Tropics,0.426,1951-1980,
2009-06,2009,6,North_America,0.899,1951-1980,
2009-06,2009,6,Europe,0.915,1951-1980,
2009-06,2009,6,Asia,0.809,1951-1980,
2009-07,2009,7,Global,0.575,1951-1980,388.55
2009-07,2009,7,Arctic,2.168,1951-1980,
2009-07,2009,7,Northern_Hemisphere,0.758,1951-1980,
2009-07,2009,7,Southern_Hemisphere,0.487,1951-1980,
2009-07,2009,7,Tropics,0.352,1951-1980,
2009-07,2009,7,North_America,0.907,1951-1980,
2009-07,2009,7,Europe,1.015,1951-1980,
2009-07,2009,7,Asia,0.821,1951-1980,
2009-08,2009,8,Global,0.586,1951-1980,386.6
2009-08,2009,8,Arctic,2.195,1951-1980,
2009-08,2009,8,Northern_Hemisphere,0.743,1951-1980,
2009-08,2009,8,Southern_Hemisphere,0.456,1951-1980,
2009-08,2009,8,Tropics,0.378,1951-1980,
2009-08,2009,8,North_America,0.863,1951-1980,
2009-08,2009,8,Europe,1.001,1951-1980,
2009-08,2009,8,Asia,0.784,1951-1980,
2009-09,2009,9,Global,0.606,1951-1980,385.16
2009-09,2009,9,Arctic,2.204,1951-1980,
2009-09,2009,9,Northern_Hemisphere,0.828,1951-1980,
2009-09,2009,9,Southern_Hemisphere,0.512,1951-1980,
2009-09,2009,9,Tropics,0.404,1951-1980,
2009-09,2009,9,North_America,0.888,1951-1980,
2009-09,2009,9,Europe,1.007,1951-1980,
2009-09,2009,9,Asia,0.805,1951-1980,
2009-10,2009,10,Global,0.695,1951-1980,383.21
2009-10,2009,10,Arctic,2.277,1951-1980,
2009-10,2009,10,Northern_Hemisphere,0.941,1951-1980,
2009-10,2009,10,Southern_Hemisphere,0.617,1951-1980,
2009-10,2009,10,Tropics,0.525,1951-1980,
2009-10,2009,10,North_America,0.99,1951-1980,
2009-10,2009,10,Europe,1.056,1951-1980,
2009-10,2009,10,Asia,0.837,1951-1980,
2009-11,2009,11,Global,0.67,1951-1980,383.26
2009-11,2009,11,Arctic,2.399,1951-1980,
2009-11,2009,11,Northern_Hemisphere,0.882,1951-1980,
2009-11,2009,11,Southern_Hemisphere,0.56,1951-1980,
2009-11,2009,11,Tropics,0.443,1951-1980,
2009-11,2009,11,North_America,1.007,1951-1980,
2009-11,2009,11,Europe,1.133,1951-1980,
2009-11,2009,11,Asia,0.919,1951-1980,
2009-12,2009,12,Global,0.775,1951-1980,383.22
2009-12,2009,12,Arctic,2.401,1951-1980,
2009-12,2009,12,Northern_Hemisphere,0.929,1951-1980,
2009-12,2009,12,Southern_Hemisphere,0.554,1951-1980,
2009-12,2009,12,Tropics,0.541,1951-1980,
2009-12,2009,12,North_America,1.095,1951-1980,
2009-12,2009,12,Europe,1.154,1951-1980,
2009-12,2009,12,Asia,0.902,1951-1980,
2010-01,2010,1,Global,0.721,1951-1980,387.06
2010-01,2010,1,Arctic,2.351,1951-1980,
2010-01,2010,1,Northern_Hemisphere,0.962,1951-1980,
2010-01,2010,1,Southern_Hemisphere,0.575,1951-1980,
2010-01,2010,1,Tropics,0.567,1951-1980,
2010-01,2010,1,North_America,0.996,1951-1980,
2010-01,2010,1,Europe,1.163,1951-1980,
2010-01,2010,1,Asia,0.877,1951-1980,
2010-02,2010,2,Global,0.779,1951-1980,388.15
2010-02,2010,2,Arctic,2.429,1951-1980,
2010-02,2010,2,Northern_Hemisphere,0.93,1951-1980,
2010-02,2010,2,Southern_Hemisphere,0.564,1951-1980,
2010-02,2010,2,Tropics,0.53,1951-1980,
2010-02,2010,2,North_America,1.052,1951-1980,
2010-02,2010,2,Europe,1.181,1951-1980,
2010-02,2010,2,Asia,0.95,1951-1980,
2010-03,2010,3,Global,0.721,1951-1980,390.05
2010-03,2010,3,Arctic,2.488,1951-1980,
2010-03,2010,3,Northern_Hemisphere,1.031,1951-1980,
2010-03,2010,3,Southern_Hemisphere,0.612,1951-1980,
2010-03,2010,3,Tropics,0.563,1951-1980,
2010-03,2010,3,North_America,1.085,1951-1980,
2010-03,2010,3,Europe,1.201,1951-1980,
2010-03,2010,3,Asia,0.97,1951-1980,
2010-04,2010,4,Global,0.783,1951-1980,391.77
2010-04,2010,4,Arctic,2.49,1951-1980,
2010-04,2010,4,Northern_Hemisphere,1.008,1951-1980,
2010-04,2010,4,Southern_Hemisphere,0.576,1951-1980,
2010-04,2010,4,Tropics,0.486,1951-1980,
2010-04,2010,4,North_America,1.169,1951-1980,
2010-04,2010,4,Europe,1.249,1951-1980,
2010-04,2010,4,Asia,0.971,1951-1980,
2010-05,2010,5,Global,0.671,1951-1980,391.91
2010-05,2010,5,Arctic,2.422,1951-1980,
2010-05,2010,5,Northern_Hemisphere,0.875,1951-1980,
2010-05,2010,5,Southern_Hemisphere,0.547,1951-1980,
2010-05,2010,5,Tropics,0.472,1951-1980,
2010-05,2010,5,North_America,1.014,1951-1980,
2010-05,2010,5,Europe,1.159,1951-1980,
2010-05,2010,5,Asia,0.852,1951-1980,
2010-06,2010,6,Global,0.682,1951-1980,391.33
2010-06,2010,6,Arctic,2.442,1951-1980,
2010-06,2010,6,Northern_Hemisphere,0.851,1951-1980,
2010-06,2010,6,Southern_Hemisphere,0.524,1951-1980,
2010-06,2010,6,Tropics,0.506,1951-1980,
2010-06,2010,6,North_America,0.96,1951-1980,
2010-06,2010,6,Europe,1.175,1951-1980,
2010-06,2010,6,Asia,0.936,1951-1980,
2010-07,2010,7,Global,0.694,1951-1980,390.05
2010-07,2010,7,Arctic,2.455,1951-1980,
2010-07,2010,7,Northern_Hemisphere,0.904,1951-1980,
2010-07,2010,7,Southern_Hemisphere,0.526,1951-1980,
2010-07,2010,7,Tropics,0.398,1951-1980,
2010-07,2010,7,North_America,1.03,1951-1980,
2010-07,2010,7,Europe,1.155,1951-1980,
2010-07,2010,7,Asia,0.921,1951-1980,
2010-08,2010,8,Global,0.636,1951-1980,388.38
2010-08,2010,8,Arctic,2.364,1951-1980,
2010-08,2010,8,Northern_Hemisphere,0.801,1951-1980,
2010-08,2010,8,Southern_Hemisphere,0.395,1951-1980,
2010-08,2010,8,Tropics,0.402,1951-1980,
2010-08,2010,8,North_America,1.002,1951-1980,
