date,year,market,currency,price
2019-05-13,2019,EU_ETS,EUR,22.01
2019-05-14,2019,EU_ETS,EUR,22.23
2019-05-15,2019,EU_ETS,EUR,21.43
2019-05-16,2019,EU_ETS,EUR,22.4
2019-05-17,2019,EU_ETS,EUR,22.51
2019-05-20,2019,EU_ETS,EUR,21.55
2019-05-21,2019,EU_ETS,EUR,22.12
2019-05-22,2019,EU_ETS,EUR,21.93
2019-05-23,2019,EU_ETS,EUR,21.96
2019-05-24,2019,EU_ETS,EUR,22.17
2019-05-27,2019,EU_ETS,EUR,21.94
2019-05-28,2019,EU_ETS,EUR,21.56
2019-05-29,2019,EU_ETS,EUR,22.07
2019-05-30,2019,EU_ETS,EUR,22.2
2019-05-31,2019,EU_ETS,EUR,21.27
2019-06-03,2019,EU_ETS,EUR,21.5
2019-06-04,2019,EU_ETS,EUR,20.55
2019-06-05,2019,EU_ETS,EUR,21.77
2019-06-06,2019,EU_ETS,EUR,22.1
2019-06-07,2019,EU_ETS,EUR,21.27
2019-06-10,2019,EU_ETS,EUR,21.41
2019-06-11,2019,EU_ETS,EUR,21.2
2019-06-12,2019,EU_ETS,EUR,21.09
2019-06-13,2019,EU_ETS,EUR,21.4
2019-06-14,2019,EU_ETS,EUR,20.84
2019-06-17,2019,EU_ETS,EUR,21.06
2019-06-18,2019,EU_ETS,EUR,20.69
2019-06-19,2019,EU_ETS,EUR,21.45
2019-06-20,2019,EU_ETS,EUR,21.24
2019-06-21,2019,EU_ETS,EUR,20.86
2019-06-24,2019,EU_ETS,EUR,21.04
2019-06-25,2019,EU_ETS,EUR,20.88
2019-06-26,2019,EU_ETS,EUR,21.59
2019-06-27,2019,EU_ETS,EUR,20.72
2019-06-28,2019,EU_ETS,EUR,21.27
2019-07-01,2019,EU_ETS,EUR,20.5
2019-07-02,2019,EU_ETS,EUR,21.27
2019-07-03,2019,EU_ETS,EUR,21.37
2019-07-04,2019,EU_ETS,EUR,21.37
2019-07-05,2019,EU_ETS,EUR,21.55
2019-07-08,2019,EU_ETS,EUR,20.86
2019-07-09,2019,EU_ETS,EUR,21.33
2019-07-10,2019,EU_ETS,EUR,21.52
2019-07-11,2019,EU_ETS,EUR,20.07
2019-07-12,2019,EU_ETS,EUR,20.31
2019-07-15,2019,EU_ETS,EUR,19.79
2019-07-16,2019,EU_ETS,EUR,21.07
2019-07-17,2019,EU_ETS,EUR,19.74
2019-07-18,2019,EU_ETS,EUR,19.59
2019-07-19,2019,EU_ETS,EUR,19.9
2019-07-22,2019,EU_ETS,EUR,19.52
2019-07-23,2019,EU_ETS,EUR,20.5
2019-07-24,2019,EU_ETS,EUR,19.8
2019-07-25,2019,EU_ETS,EUR,19.48
2019-07-26,2019,EU_ETS,EUR,20.27
2019-07-29,2019,EU_ETS,EUR,20.24
2019-07-30,2019,EU_ETS,EUR,19.28
2019-07-31,2019,EU_ETS,EUR,19.82
2019-08-01,2019,EU_ETS,EUR,20.12
2019-08-02,2019,EU_ETS,EUR,19.96
2019-08-05,2019,EU_ETS,EUR,19.9
2019-08-06,2019,EU_ETS,EUR,20.65
2019-08-07,2019,EU_ETS,EUR,21.13
2019-08-08,2019,EU_ETS,EUR,19.84
2019-08-09,2019,EU_ETS,EUR,19.33
2019-08-12,2019,EU_ETS,EUR,19.79
2019-08-13,2019,EU_ETS,EUR,19.98
2019-08-14,2019,EU_ETS,EUR,19.84
2019-08-15,2019,EU_ETS,EUR,20.15
2019-08-16,2019,EU_ETS,EUR,20.94
2019-08-19,2019,EU_ETS,EUR,18.92
2019-08-20,2019,EU_ETS,EUR,19.48
2019-08-21,2019,EU_ETS,EUR,20.48
2019-08-22,2019,EU_ETS,EUR,19.43
2019-08-23,2019,EU_ETS,EUR,20.05
2019-08-26,2019,EU_ETS,EUR,19.9
2019-08-27,2019,EU_ETS,EUR,20.18
2019-08-28,2019,EU_ETS,EUR,20.5
2019-08-29,2019,EU_ETS,EUR,19.69
2019-08-30,2019,EU_ETS,EUR,18.67
2019-09-02,2019,EU_ETS,EUR,19.09
2019-09-03,2019,EU_ETS,EUR,20.5
2019-09-04,2019,EU_ETS,EUR,18.71
2019-09-05,2019,EU_ETS,EUR,19.61
2019-09-06,2019,EU_ETS,EUR,18.16
2019-09-09,2019,EU_ETS,EUR,18.63
2019-09-10,2019,EU_ETS,EUR,19.68
2019-09-11,2019,EU_ETS,EUR,19.24
2019-09-12,2019,EU_ETS,EUR,19.02
2019-09-13,2019,EU_ETS,EUR,18.8
2019-09-16,2019,EU_ETS,EUR,18.18
2019-09-17,2019,EU_ETS,EUR,19.42
2019-09-18,2019,EU_ETS,EUR,18.93
2019-09-19,2019,EU_ETS,EUR,18.33
2019-09-20,2019,EU_ETS,EUR,19.04
2019-09-23,2019,EU_ETS,EUR,19.23
2019-09-24,2019,EU_ETS,EUR,18.84
2019-09-25,2019,EU_ETS,EUR,18.96
2019-09-26,2019,EU_ETS,EUR,18.9
2019-09-27,2019,EU_ETS,EUR,18.53
2019-09-30,2019,EU_ETS,EUR,18.82
2019-10-01,2019,EU_ETS,EUR,19.12
2019-10-02,2019,EU_ETS,EUR,19.24
2019-10-03,2019,EU_ETS,EUR,19.1
2019-10-04,2019,EU_ETS,EUR,18.39
2019-10-07,2019,EU_ETS,EUR,18.94
2019-10-08,2019,EU_ETS,EUR,18.83
2019-10-09,2019,EU_ETS,EUR,18.26
2019-10-10,2019,EU_ETS,EUR,18.35
2019-10-11,2019,EU_ETS,EUR,18.86
2019-10-14,2019,EU_ETS,EUR,19.12
2019-10-15,2019,EU_ETS,EUR,17.64
2019-10-16,2019,EU_ETS,EUR,19.2
2019-10-17,2019,EU_ETS,EUR,18.95
2019-10-18,2019,EU_ETS,EUR,18.48
2019-10-21,2019,EU_ETS,EUR,18.21
2019-10-22,2019,EU_ETS,EUR,18.47
2019-10-23,2019,EU_ETS,EUR,17.98
2019-10-24,2019,EU_ETS,EUR,18.17
2019-10-25,2019,EU_ETS,EUR,17.57
2019-10-28,2019,EU_ETS,EUR,17.39
2019-10-29,2019,EU_ETS,EUR,19.23
2019-10-30,2019,EU_ETS,EUR,18.14
2019-10-31,2019,EU_ETS,EUR,18.18
2019-11-01,2019,EU_ETS,EUR,18.05
2019-11-04,2019,EU_ETS,EUR,17.63
2019-11-05,2019,EU_ETS,EUR,17.84
2019-11-06,2019,EU_ETS,EUR,18.0
2019-11-07,2019,EU_ETS,EUR,17.84
2019-11-08,2019,EU_ETS,EUR,17.58
2019-11-11,2019,EU_ETS,EUR,18.06
2019-11-12,2019,EU_ETS,EUR,17.9
2019-11-13,2019,EU_ETS,EUR,17.97
2019-11-14,2019,EU_ETS,EUR,18.09
2019-11-15,2019,EU_ETS,EUR,17.67
2019-11-18,2019,EU_ETS,EUR,17.61
2019-11-19,2019,EU_ETS,EUR,18.33
2019-11-20,2019,EU_ETS,EUR,17.23
2019-11-21,2019,EU_ETS,EUR,16.81
2019-11-22,2019,EU_ETS,EUR,17.84
2019-11-25,2019,EU_ETS,EUR,17.25
2019-11-26,2019,EU_ETS,EUR,17.03
2019-11-27,2019,EU_ETS,EUR,17.87
2019-11-28,2019,EU_ETS,EUR,17.39
2019-11-29,2019,EU_ETS,EUR,16.89
2019-12-02,2019,EU_ETS,EUR,18.22
2019-12-03,2019,EU_ETS,EUR,16.66
2019-12-04,2019,EU_ETS,EUR,17.28
2019-12-05,2019,EU_ETS,EUR,16.5
2019-12-06,2019,EU_ETS,EUR,17.39
2019-12-09,2019,EU_ETS,EUR,16.93
2019-12-10,2019,EU_ETS,EUR,17.54
2019-12-11,2019,EU_ETS,EUR,17.15
2019-12-12,2019,EU_ETS,EUR,17.72
2019-12-13,2019,EU_ETS,EUR,16.93
2019-12-16,2019,EU_ETS,EUR,16.38
2019-12-17,2019,EU_ETS,EUR,17.12
2019-12-18,2019,EU_ETS,EUR,16.89
2019-12-19,2019,EU_ETS,EUR,16.22
2019-12-20,2019,EU_ETS,EUR,16.51
2019-12-23,2019,EU_ETS,EUR,16.58
2019-12-24,2019,EU_ETS,EUR,17.53
2019-12-25,2019,EU_ETS,EUR,17.14
2019-12-26,2019,EU_ETS,EUR,16.67
2019-12-27,2019,EU_ETS,EUR,16.99
2019-12-30,2019,EU_ETS,EUR,15.9
2019-12-31,2019,EU_ETS,EUR,16.47
2020-01-01,2020,EU_ETS,EUR,16.85
2020-01-02,2020,EU_ETS,EUR,16.73
2020-01-03,2020,EU_ETS,EUR,16.41
2020-01-06,2020,EU_ETS,EUR,16.55
2020-01-07,2020,EU_ETS,EUR,16.69
2020-01-08,2020,EU_ETS,EUR,16.52
2020-01-09,2020,EU_ETS,EUR,16.86
2020-01-10,2020,EU_ETS,EUR,16.61
2020-01-13,2020,EU_ETS,EUR,16.62
2020-01-14,2020,EU_ETS,EUR,17.1
2020-01-15,2020,EU_ETS,EUR,16.71
2020-01-16,2020,EU_ETS,EUR,17.07
2020-01-17,2020,EU_ETS,EUR,16.05
2020-01-20,2020,EU_ETS,EUR,15.62
2020-01-21,2020,EU_ETS,EUR,16.17
2020-01-22,2020,EU_ETS,EUR,16.11
2020-01-23,2020,EU_ETS,EUR,16.78
2020-01-24,2020,EU_ETS,EUR,15.71
2020-01-27,2020,EU_ETS,EUR,16.06
2020-01-28,2020,EU_ETS,EUR,16.23
2020-01-29,2020,EU_ETS,EUR,16.09
2020-01-30,2020,EU_ETS,EUR,15.95
2020-01-31,2020,EU_ETS,EUR,16.14
2020-02-03,2020,EU_ETS,EUR,16.37
2020-02-04,2020,EU_ETS,EUR,16.53
2020-02-05,2020,EU_ETS,EUR,15.9
2020-02-06,2020,EU_ETS,EUR,15.54
2020-02-07,2020,EU_ETS,EUR,16.46
2020-02-10,2020,EU_ETS,EUR,15.35
2020-02-11,2020,EU_ETS,EUR,16.47
2020-02-12,2020,EU_ETS,EUR,16.26
2020-02-13,2020,EU_ETS,EUR,16.3
2020-02-14,2020,EU_ETS,EUR,15.95
2020-02-17,2020,EU_ETS,EUR,14.81
2020-02-18,2020,EU_ETS,EUR,15.19
2020-02-19,2020,EU_ETS,EUR,15.69
2020-02-20,2020,EU_ETS,EUR,15.29
2020-02-21,2020,EU_ETS,EUR,15.4
2020-02-24,2020,EU_ETS,EUR,15.69
2020-02-25,2020,EU_ETS,EUR,15.37
2020-02-26,2020,EU_ETS,EUR,14.95
2020-02-27,2020,EU_ETS,EUR,15.73
2020-02-28,2020,EU_ETS,EUR,15.56
2020-03-02,2020,EU_ETS,EUR,15.2
2020-03-03,2020,EU_ETS,EUR,15.55
2020-03-04,2020,EU_ETS,EUR,15.29
2020-03-05,2020,EU_ETS,EUR,15.74
2020-03-06,2020,EU_ETS,EUR,15.26
2020-03-09,2020,EU_ETS,EUR,15.65
2020-03-10,2020,EU_ETS,EUR,14.42
2020-03-11,2020,EU_ETS,EUR,15.27
2020-03-12,2020,EU_ETS,EUR,14.92
2020-03-13,2020,EU_ETS,EUR,14.73
2020-03-16,2020,EU_ETS,EUR,15.5
2020-03-17,2020,EU_ETS,EUR,15.46
2020-03-18,2020,EU_ETS,EUR,14.44
2020-03-19,2020,EU_ETS,EUR,15.52
2020-03-20,2020,EU_ETS,EUR,15.54
2020-03-23,2020,EU_ETS,EUR,15.22
2020-03-24,2020,EU_ETS,EUR,15.24
2020-03-25,2020,EU_ETS,EUR,15.01
2020-03-26,2020,EU_ETS,EUR,15.55
2020-03-27,2020,EU_ETS,EUR,15.67
2020-03-30,2020,EU_ETS,EUR,16.25
2020-03-31,2020,EU_ETS,EUR,16.1
2020-04-01,2020,EU_ETS,EUR,15.63
2020-04-02,2020,EU_ETS,EUR,16.21
2020-04-03,2020,EU_ETS,EUR,16.07
2020-04-06,2020,EU_ETS,EUR,15.98
2020-04-07,2020,EU_ETS,EUR,15.78
2020-04-08,2020,EU_ETS,EUR,16.74
2020-04-09,2020,EU_ETS,EUR,16.73
2020-04-10,2020,EU_ETS,EUR,16.84
2020-04-13,2020,EU_ETS,EUR,16.49
2020-04-14,2020,EU_ETS,EUR,16.93
2020-04-15,2020,EU_ETS,EUR,16.35
2020-04-16,2020,EU_ETS,EUR,16.57
2020-04-17,2020,EU_ETS,EUR,17.06
2020-04-20,2020,EU_ETS,EUR,17.34
2020-04-21,2020,EU_ETS,EUR,16.6
2020-04-22,2020,EU_ETS,EUR,16.9
2020-04-23,2020,EU_ETS,EUR,17.25
2020-04-24,2020,EU_ETS,EUR,17.9
2020-04-27,2020,EU_ETS,EUR,17.3
2020-04-28,2020,EU_ETS,EUR,17.78
2020-04-29,2020,EU_ETS,EUR,17.89
2020-04-30,2020,EU_ETS,EUR,17.73
2020-05-01,2020,EU_ETS,EUR,18.03
2020-05-04,2020,EU_ETS,EUR,17.49
2020-05-05,2020,EU_ETS,EUR,17.86
2020-05-06,2020,EU_ETS,EUR,18.88
2020-05-07,2020,EU_ETS,EUR,18.98
2020-05-08,2020,EU_ETS,EUR,18.73
2020-05-11,2020,EU_ETS,EUR,19.04
2020-05-12,2020,EU_ETS,EUR,17.76
2020-05-13,2020,EU_ETS,EUR,18.21
2020-05-14,2020,EU_ETS,EUR,18.57
2020-05-15,2020,EU_ETS,EUR,19.94
2020-05-18,2020,EU_ETS,EUR,18.81
2020-05-19,2020,EU_ETS,EUR,19.38
2020-05-20,2020,EU_ETS,EUR,19.26
2020-05-21,2020,EU_ETS,EUR,19.32
2020-05-22,2020,EU_ETS,EUR,19.19
2020-05-25,2020,EU_ETS,EUR,18.82
2020-05-26,2020,EU_ETS,EUR,18.18
2020-05-27,2020,EU_ETS,EUR,20.15
2020-05-28,2020,EU_ETS,EUR,19.28
2020-05-29,2020,EU_ETS,EUR,18.74
2020-06-01,2020,EU_ETS,EUR,20.04
2020-06-02,2020,EU_ETS,EUR,20.1
2020-06-03,2020,EU_ETS,EUR,20.34
2020-06-04,2020,EU_ETS,EUR,20.58
2020-06-05,2020,EU_ETS,EUR,19.62
2020-06-08,2020,EU_ETS,EUR,19.82
2020-06-09,2020,EU_ETS,EUR,20.16
2020-06-10,2020,EU_ETS,EUR,20.8
2020-06-11,2020,EU_ETS,EUR,19.4
2020-06-12,2020,EU_ETS,EUR,20.57
2020-06-15,2020,EU_ETS,EUR,21.18
2020-06-16,2020,EU_ETS,EUR,21.22
2020-06-17,2020,EU_ETS,EUR,21.19
2020-06-18,2020,EU_ETS,EUR,21.44
2020-06-19,2020,EU_ETS,EUR,19.55
2020-06-22,2020,EU_ETS,EUR,21.99
2020-06-23,2020,EU_ETS,EUR,21.36
2020-06-24,2020,EU_ETS,EUR,21.97
2020-06-25,2020,EU_ETS,EUR,20.69
2020-06-26,2020,EU_ETS,EUR,20.45
2020-06-29,2020,EU_ETS,EUR,22.54
2020-06-30,2020,EU_ETS,EUR,21.12
2020-07-01,2020,EU_ETS,EUR,21.51
2020-07-02,2020,EU_ETS,EUR,22.03
2020-07-03,2020,EU_ETS,EUR,22.23
2020-07-06,2020,EU_ETS,EUR,22.59
2020-07-07,2020,EU_ETS,EUR,22.18
2020-07-08,2020,EU_ETS,EUR,21.54
2020-07-09,2020,EU_ETS,EUR,22.57
2020-07-10,2020,EU_ETS,EUR,22.64
2020-07-13,2020,EU_ETS,EUR,21.43
2020-07-14,2020,EU_ETS,EUR,23.3
2020-07-15,2020,EU_ETS,EUR,21.19
2020-07-16,2020,EU_ETS,EUR,23.2
2020-07-17,2020,EU_ETS,EUR,22.31
2020-07-20,2020,EU_ETS,EUR,23.26
2020-07-21,2020,EU_ETS,EUR,23.21
2020-07-22,2020,EU_ETS,EUR,22.96
2020-07-23,2020,EU_ETS,EUR,23.3
2020-07-24,2020,EU_ETS,EUR,23.05
2020-07-27,2020,EU_ETS,EUR,23.71
2020-07-28,2020,EU_ETS,EUR,24.66
2020-07-29,2020,EU_ETS,EUR,22.64
2020-07-30,2020,EU_ETS,EUR,21.68
2020-07-31,2020,EU_ETS,EUR,23.29
2020-08-03,2020,EU_ETS,EUR,23.44
2020-08-04,2020,EU_ETS,EUR,23.56
2020-08-05,2020,EU_ETS,EUR,23.3
2020-08-06,2020,EU_ETS,EUR,24.43
2020-08-07,2020,EU_ETS,EUR,23.16
2020-08-10,2020,EU_ETS,EUR,24.43
2020-08-11,2020,EU_ETS,EUR,24.61
2020-08-12,2020,EU_ETS,EUR,24.47
2020-08-13,2020,EU_ETS,EUR,24.64
2020-08-14,2020,EU_ETS,EUR,24.99
2020-08-17,2020,EU_ETS,EUR,24.62
2020-08-18,2020,EU_ETS,EUR,24.44
2020-08-19,2020,EU_ETS,EUR,25.01
2020-08-20,2020,EU_ETS,EUR,25.15
2020-08-21,2020,EU_ETS,EUR,25.39
2020-08-24,2020,EU_ETS,EUR,23.97
2020-08-25,2020,EU_ETS,EUR,24.97
2020-08-26,2020,EU_ETS,EUR,24.48
2020-08-27,2020,EU_ETS,EUR,25.56
2020-08-28,2020,EU_ETS,EUR,25.73
2020-08-31,2020,EU_ETS,EUR,25.28
2020-09-01,2020,EU_ETS,EUR,25.05
2020-09-02,2020,EU_ETS,EUR,25.96
2020-09-03,2020,EU_ETS,EUR,25.55
2020-09-04,2020,EU_ETS,EUR,26.63
2020-09-07,2020,EU_ETS,EUR,27.06
2020-09-08,2020,EU_ETS,EUR,26.61
2020-09-09,2020,EU_ETS,EUR,26.16
2020-09-10,2020,EU_ETS,EUR,27.29
2020-09-11,2020,EU_ETS,EUR,26.29
2020-09-14,2020,EU_ETS,EUR,26.01
2020-09-15,2020,EU_ETS,EUR,25.94
2020-09-16,2020,EU_ETS,EUR,25.98
2020-09-17,2020,EU_ETS,EUR,26.5
2020-09-18,2020,EU_ETS,EUR,26.88
2020-09-21,2020,EU_ETS,EUR,25.82
2020-09-22,2020,EU_ETS,EUR,26.52
2020-09-23,2020,EU_ETS,EUR,27.02
2020-09-24,2020,EU_ETS,EUR,27.38
2020-09-25,2020,EU_ETS,EUR,26.98
2020-09-28,2020,EU_ETS,EUR,27.35
2020-09-29,2020,EU_ETS,EUR,26.42
2020-09-30,2020,EU_ETS,EUR,26.69
2020-10-01,2020,EU_ETS,EUR,27.33
2020-10-02,2020,EU_ETS,EUR,27.79
2020-10-05,2020,EU_ETS,EUR,27.78
2020-10-06,2020,EU_ETS,EUR,27.1
2020-10-07,2020,EU_ETS,EUR,27.58
2020-10-08,2020,EU_ETS,EUR,28.88
2020-10-09,2020,EU_ETS,EUR,28.25
2020-10-12,2020,EU_ETS,EUR,27.94
2020-10-13,2020,EU_ETS,EUR,27.4
2020-10-14,2020,EU_ETS,EUR,27.68
2020-10-15,2020,EU_ETS,EUR,28.24
2020-10-16,2020,EU_ETS,EUR,28.49
2020-10-19,2020,EU_ETS,EUR,28.89
2020-10-20,2020,EU_ETS,EUR,28.82
2020-10-21,2020,EU_ETS,EUR,28.34
2020-10-22,2020,EU_ETS,EUR,28.31
2020-10-23,2020,EU_ETS,EUR,30.24
2020-10-26,2020,EU_ETS,EUR,28.52
2020-10-27,2020,EU_ETS,EUR,28.06
2020-10-28,2020,EU_ETS,EUR,27.88
2020-10-29,2020,EU_ETS,EUR,28.85
2020-10-30,2020,EU_ETS,EUR,29.86
2020-11-02,2020,EU_ETS,EUR,28.93
2020-11-03,2020,EU_ETS,EUR,30.52
2020-11-04,2020,EU_ETS,EUR,29.47
2020-11-05,2020,EU_ETS,EUR,30.37
2020-11-06,2020,EU_ETS,EUR,29.04
2020-11-09,2020,EU_ETS,EUR,29.24
2020-11-10,2020,EU_ETS,EUR,29.91
2020-11-11,2020,EU_ETS,EUR,30.27
2020-11-12,2020,EU_ETS,EUR,29.84
2020-11-13,2020,EU_ETS,EUR,30.25
2020-11-16,2020,EU_ETS,EUR,30.66
2020-11-17,2020,EU_ETS,EUR,29.22
2020-11-18,2020,EU_ETS,EUR,30.08
2020-11-19,2020,EU_ETS,EUR,30.01
2020-11-20,2020,EU_ETS,EUR,30.11
2020-11-23,2020,EU_ETS,EUR,30.96
2020-11-24,2020,EU_ETS,EUR,30.33
2020-11-25,2020,EU_ETS,EUR,29.27
2020-11-26,2020,EU_ETS,EUR,30.65
2020-11-27,2020,EU_ETS,EUR,30.09
2020-11-30,2020,EU_ETS,EUR,31.47
2020-12-01,2020,EU_ETS,EUR,31.78
2020-12-02,2020,EU_ETS,EUR,29.55
2020-12-03,2020,EU_ETS,EUR,30.67
2020-12-04,2020,EU_ETS,EUR,31.61
2020-12-07,2020,EU_ETS,EUR,30.42
2020-12-08,2020,EU_ETS,EUR,32.2
2020-12-09,2020,EU_ETS,EUR,32.48
2020-12-10,2020,EU_ETS,EUR,31.57
2020-12-11,2020,EU_ETS,EUR,31.15
2020-12-14,2020,EU_ETS,EUR,30.16
2020-12-15,2020,EU_ETS,EUR,32.67
2020-12-16,2020,EU_ETS,EUR,33.72
2020-12-17,2020,EU_ETS,EUR,33.61
2020-12-18,2020,EU_ETS,EUR,32.04
2020-12-21,2020,EU_ETS,EUR,31.51
2020-12-22,2020,EU_ETS,EUR,33.13
2020-12-23,2020,EU_ETS,EUR,32.4
2020-12-24,2020,EU_ETS,EUR,32.96
2020-12-25,2020,EU_ETS,EUR,32.88
2020-12-28,2020,EU_ETS,EUR,32.89
2020-12-29,2020,EU_ETS,EUR,33.73
2020-12-30,2020,EU_ETS,EUR,33.83
2020-12-31,2020,EU_ETS,EUR,32.57
2021-01-01,2021,EU_ETS,EUR,32.36
2021-01-04,2021,EU_ETS,EUR,31.44
2021-01-05,2021,EU_ETS,EUR,33.3
2021-01-06,2021,EU_ETS,EUR,32.8
2021-01-07,2021,EU_ETS,EUR,34.18
2021-01-08,2021,EU_ETS,EUR,33.65
2021-01-11,2021,EU_ETS,EUR,34.1
2021-01-12,2021,EU_ETS,EUR,35.11
2021-01-13,2021,EU_ETS,EUR,34.87
2021-01-14,2021,EU_ETS,EUR,34.54
2021-01-15,2021,EU_ETS,EUR,36.26
2021-01-18,2021,EU_ETS,EUR,35.77
2021-01-19,2021,EU_ETS,EUR,34.87
2021-01-20,2021,EU_ETS,EUR,35.02
2021-01-21,2021,EU_ETS,EUR,36.17
2021-01-22,2021,EU_ETS,EUR,35.76
2021-01-25,2021,EU_ETS,EUR,34.94
2021-01-26,2021,EU_ETS,EUR,36.87
2021-01-27,2021,EU_ETS,EUR,37.32
2021-01-28,2021,EU_ETS,EUR,37.37
2021-01-29,2021,EU_ETS,EUR,37.83
2021-02-01,2021,EU_ETS,EUR,38.71
2021-02-02,2021,EU_ETS,EUR,38.5
2021-02-03,2021,EU_ETS,EUR,37.31
2021-02-04,2021,EU_ETS,EUR,36.91
2021-02-05,2021,EU_ETS,EUR,35.56
2021-02-08,2021,EU_ETS,EUR,37.59
2021-02-09,2021,EU_ETS,EUR,38.19
2021-02-10,2021,EU_ETS,EUR,37.85
2021-02-11,2021,EU_ETS,EUR,36.18
2021-02-12,2021,EU_ETS,EUR,37.77
2021-02-15,2021,EU_ETS,EUR,39.02
2021-02-16,2021,EU_ETS,EUR,37.54
2021-02-17,2021,EU_ETS,EUR,38.79
2021-02-18,2021,EU_ETS,EUR,39.17
2021-02-19,2021,EU_ETS,EUR,39.97
2021-02-22,2021,EU_ETS,EUR,40.94
2021-02-23,2021,EU_ETS,EUR,38.97
2021-02-24,2021,EU_ETS,EUR,39.64
2021-02-25,2021,EU_ETS,EUR,39.78
2021-02-26,2021,EU_ETS,EUR,40.34
2021-03-01,2021,EU_ETS,EUR,40.58
2021-03-02,2021,EU_ETS,EUR,41.61
2021-03-03,2021,EU_ETS,EUR,38.0
2021-03-04,2021,EU_ETS,EUR,40.82
2021-03-05,2021,EU_ETS,EUR,41.01
2021-03-08,2021,EU_ETS,EUR,40.62
2021-03-09,2021,EU_ETS,EUR,38.72
2021-03-10,2021,EU_ETS,EUR,41.03
2021-03-11,2021,EU_ETS,EUR,40.49
2021-03-12,2021,EU_ETS,EUR,43.1
2021-03-15,2021,EU_ETS,EUR,42.08
2021-03-16,2021,EU_ETS,EUR,40.98
2021-03-17,2021,EU_ETS,EUR,39.82
2021-03-18,2021,EU_ETS,EUR,42.66
2021-03-19,2021,EU_ETS,EUR,42.89
2021-03-22,2021,EU_ETS,EUR,42.28
2021-03-23,2021,EU_ETS,EUR,43.27
2021-03-24,2021,EU_ETS,EUR,42.37
2021-03-25,2021,EU_ETS,EUR,44.02
2021-03-26,2021,EU_ETS,EUR,44.05
2021-03-29,2021,EU_ETS,EUR,41.59
2021-03-30,2021,EU_ETS,EUR,41.95
2021-03-31,2021,EU_ETS,EUR,45.83
2021-04-01,2021,EU_ETS,EUR,44.71
2021-04-02,2021,EU_ETS,EUR,42.44
2021-04-05,2021,EU_ETS,EUR,42.45
2021-04-06,2021,EU_ETS,EUR,44.5
2021-04-07,2021,EU_ETS,EUR,43.13
2021-04-08,2021,EU_ETS,EUR,44.15
2021-04-09,2021,EU_ETS,EUR,44.56
2021-04-12,2021,EU_ETS,EUR,44.87
2021-04-13,2021,EU_ETS,EUR,46.37
2021-04-14,2021,EU_ETS,EUR,47.33
2021-04-15,2021,EU_ETS,EUR,44.78
2021-04-16,2021,EU_ETS,EUR,44.17
2021-04-19,2021,EU_ETS,EUR,46.24
2021-04-20,2021,EU_ETS,EUR,47.82
2021-04-21,2021,EU_ETS,EUR,45.56
2021-04-22,2021,EU_ETS,EUR,47.13
2021-04-23,2021,EU_ETS,EUR,45.3
2021-04-26,2021,EU_ETS,EUR,46.64
2021-04-27,2021,EU_ETS,EUR,45.39
2021-04-28,2021,EU_ETS,EUR,46.86
2021-04-29,2021,EU_ETS,EUR,46.83
2021-04-30,2021,EU_ETS,EUR,47.8
2021-05-03,2021,EU_ETS,EUR,49.59
2021-05-04,2021,EU_ETS,EUR,47.09
2021-05-05,2021,EU_ETS,EUR,45.34
2021-05-06,2021,EU_ETS,EUR,47.54
2021-05-07,2021,EU_ETS,EUR,48.26
2021-05-10,2021,EU_ETS,EUR,48.5
2021-05-11,2021,EU_ETS,EUR,48.18
2021-05-12,2021,EU_ETS,EUR,50.33
2021-05-13,2021,EU_ETS,EUR,48.77
2021-05-14,2021,EU_ETS,EUR,48.6
2021-05-17,2021,EU_ETS,EUR,48.13
2021-05-18,2021,EU_ETS,EUR,47.09
2021-05-19,2021,EU_ETS,EUR,49.72
2021-05-20,2021,EU_ETS,EUR,49.73
2021-05-21,2021,EU_ETS,EUR,48.25
2021-05-24,2021,EU_ETS,EUR,49.84
2021-05-25,2021,EU_ETS,EUR,49.84
2021-05-26,2021,EU_ETS,EUR,49.36
2021-05-27,2021,EU_ETS,EUR,49.26
2021-05-28,2021,EU_ETS,EUR,50.88
2021-05-31,2021,EU_ETS,EUR,50.43
2021-06-01,2021,EU_ETS,EUR,50.09
2021-06-02,2021,EU_ETS,EUR,49.87
2021-06-03,2021,EU_ETS,EUR,50.91
2021-06-04,2021,EU_ETS,EUR,52.39
2021-06-07,2021,EU_ETS,EUR,51.81
2021-06-08,2021,EU_ETS,EUR,51.35
2021-06-09,2021,EU_ETS,EUR,52.18
2021-06-10,2021,EU_ETS,EUR,53.69
2021-06-11,2021,EU_ETS,EUR,52.65
2021-06-14,2021,EU_ETS,EUR,52.7
2021-06-15,2021,EU_ETS,EUR,53.32
2021-06-16,2021,EU_ETS,EUR,52.39
2021-06-17,2021,EU_ETS,EUR,52.96
2021-06-18,2021,EU_ETS,EUR,52.19
2021-06-21,2021,EU_ETS,EUR,51.16
2021-06-22,2021,EU_ETS,EUR,53.76
2021-06-23,2021,EU_ETS,EUR,53.88
2021-06-24,2021,EU_ETS,EUR,53.15
2021-06-25,2021,EU_ETS,EUR,55.06
2021-06-28,2021,EU_ETS,EUR,53.04
2021-06-29,2021,EU_ETS,EUR,51.78
2021-06-30,2021,EU_ETS,EUR,53.3
2021-07-01,2021,EU_ETS,EUR,52.3
